symbol,exchange,company_name,display_name,en_company_name,vietstock_company_name,name_match_status,watchlist_sector_l1,watchlist_sector_l2,watchlist_sector_l3,vietstock_sector_l1,vietstock_sector_l2,vietstock_sector_l3,website_group,financial_model,website_group_order,matched_keyword,mapping_confidence,suggestion_source,source_url,vietstock_financial_url,status,needs_review,review_reason
NCG,UPCOM,CTCP Tập đoàn Nova Consumer,CTCP Tập đoàn Nova Consumer,Nova Consumer Group Joint Stock Company,CTCP Đầu tư Anova Agri - Anova Agri Investment - Hồ sơ doanh nghiệp,MISMATCH_REVIEW,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Thực phẩm & đồ uống,NORMAL,18,thuc pham,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/NCG/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/NCG/tai-chinh.htm?tab=BCTT,OK,YES,Tên VNStock khác Vietstock
NCT,HOSE,CTCP Dịch vụ Hàng hóa Nội Bài,CTCP Dịch vụ Hàng hóa Nội Bài,Noi Bai Cargo Terminal Service Joint Stock Company,CTCP Dịch vụ Hàng hóa Nội Bài - NCTS - Hồ sơ doanh nghiệp,MATCH,Công nghiệp,Vận tải,Hạ tầng giao thông,Công nghiệp,Vận tải,Hạ tầng giao thông,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/NCT/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/NCT/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
ND2,UPCOM,CTCP Đầu tư và Phát triển Điện Miền Bắc 2,CTCP Đầu tư và Phát triển Điện Miền Bắc 2,Northern Electricity Development & Investment JSC No.2,CTCP Đầu tư và Phát triển Điện Miền Bắc 2 - NEDI2 - Hồ sơ doanh nghiệp,MATCH,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Tiện ích,Phát điện độc lập và điện tái tạo,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/ND2/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/ND2/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
NDW,UPCOM,CTCP Cấp nước Nam Định,CTCP Cấp nước Nam Định,Nam Dinh Water Supply Joint Stock Company,CTCP Cấp nước Nam Định - CÔNG TY CẤP NƯỚC NAM ĐỊNH - Hồ sơ doanh nghiệp,MATCH,Tiện ích,Tiện ích,Nước,Tiện ích,Nước,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/NDW/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/NDW/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
NED,UPCOM,CTCP Đầu tư và Phát triển Điện Tây Bắc,CTCP Đầu tư và Phát triển Điện Tây Bắc,North - West Electric Investment and Development JSC,"CTCP Đầu tư và Phát triển Điện Tây Bắc - NEDEN., JSC - Hồ sơ doanh nghiệp",MATCH,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Tiện ích,Phát điện độc lập và điện tái tạo,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/NED/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/NED/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
NET,HNX,CTCP Bột giặt NET,CTCP Bột giặt NET,NET Detergent Joint Stock Company,CTCP Bột giặt NET - NETCO - Hồ sơ doanh nghiệp,MATCH,Tiêu dùng thiết yếu,Sản phẩm chăm sóc cá nhân và gia đình,Sản phẩm chăm sóc gia đình,Tiêu dùng thiết yếu,Sản phẩm chăm sóc cá nhân và gia đình,Sản phẩm chăm sóc gia đình,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/NET/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/NET/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
NHA,HOSE,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị Nam Hà Nội,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị Nam Hà Nội,Ha Noi South Housing and Urban Development Corporation,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị Nam Hà Nội - HA NOI SOUTH CORPORATION - Hồ sơ doanh nghiệp,MATCH,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản,Quản lý và phát triển bất động sản,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/NHA/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/NHA/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
NQN,UPCOM,CTCP Nước sạch Quảng Ninh,CTCP Nước sạch Quảng Ninh,Quang Ninh Clean Water JSC,CTCP Nước sạch Quảng Ninh - QUAWACO - Hồ sơ doanh nghiệp,MATCH,Tiện ích,Tiện ích,Nước,Tiện ích,Nước,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/NQN/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/NQN/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
NS2,UPCOM,CTCP Nước sạch Số 2 Hà Nội,CTCP Nước sạch Số 2 Hà Nội,Ha Noi Water Supply Number 2 JSC,CTCP Nước sạch Số 2 Hà Nội - Công ty Nước sạch Số 2 Hà Nội - Hồ sơ doanh nghiệp,MATCH,Tiện ích,Tiện ích,Nước,Tiện ích,Nước,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/NS2/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/NS2/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
NTB,UPCOM,CTCP Đầu tư Xây dựng và Khai thác Công trình Giao thông 584,CTCP Đầu tư Xây dựng và Khai thác Công trình Giao thông 584,Transport Engineering Construction & Business Investment JSC 584,CTCP Đầu tư Xây dựng và Khai thác Công trình Giao thông 584 - TECBIS 584 JSC - Hồ sơ doanh nghiệp,MATCH,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Bất động sản,Quản lý và phát triển bất động sản,,Xây dựng,NORMAL,15,ky thuat xay dung,WATCHLIST_FALLBACK,WATCHLIST,https://finance.vietstock.vn/NTB/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/NTB/tai-chinh.htm?tab=BCTT,OK,YES,Phân ngành dùng fallback watchlist
NTC,UPCOM,CTCP Khu Công nghiệp Nam Tân Uyên,CTCP Khu Công nghiệp Nam Tân Uyên,Nam Tan Uyen Joint Stock Company,CTCP Khu Công nghiệp Nam Tân Uyên - NTC - Hồ sơ doanh nghiệp,MATCH,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản,Quản lý và phát triển bất động sản,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/NTC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/NTC/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
PAP,UPCOM,CTCP Dầu khí Đầu tư Khai thác Cảng Phước An,CTCP Dầu khí Đầu tư Khai thác Cảng Phước An,PetroVietnam Phuoc An Port Investment And Operation Joint Stock Company,CTCP Dầu khí Đầu tư Khai thác Cảng Phước An - PAP - Hồ sơ doanh nghiệp,MATCH,Công nghiệp,Vận tải,Hạ tầng giao thông,Công nghiệp,Vận tải,Hạ tầng giao thông,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PAP/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PAP/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
PBC,UPCOM,CTCP Dược phẩm Trung Ương 1- Pharbaco,CTCP Dược phẩm Trung Ương 1- Pharbaco,Pharbaco Central Pharmaceutical JSC No.1,"CTCP Dược phẩm Trung ương I - Pharbaco - PHARBACO.,JSC - Hồ sơ doanh nghiệp",MISMATCH_REVIEW,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,Dược & Y tế,NORMAL,19,duoc,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/PBC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PBC/tai-chinh.htm?tab=BCTT,OK,YES,Tên VNStock khác Vietstock
PCH,HNX,CTCP Nhựa Picomat,CTCP Nhựa Picomat,Picomat Plastic Joint Stock Company,CTCP Picomat Holding - PICOMAT - Hồ sơ doanh nghiệp,MISMATCH_REVIEW,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,Nguyên vật liệu,Hóa chất,,Hóa chất,NORMAL,10,hoa chat,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/PCH/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PCH/tai-chinh.htm?tab=BCTT,OK,YES,Tên VNStock khác Vietstock
PDN,HOSE,CTCP Cảng Đồng Nai,CTCP Cảng Đồng Nai,Dong Nai Port JSC,CTCP Cảng Đồng Nai - Dong Nai Port - Hồ sơ doanh nghiệp,MATCH,Công nghiệp,Vận tải,Hạ tầng giao thông,Công nghiệp,Vận tải,Hạ tầng giao thông,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PDN/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PDN/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
PEG,UPCOM,Tổng Công ty Thương mại Kỹ thuật và Đầu tư - CTCP,Tổng Công ty Thương mại Kỹ thuật và Đầu tư - CTCP,Petec Trading and Investment Corporation,Tổng Công ty Thương mại Kỹ thuật và Đầu tư - CTCP - PETEC - Hồ sơ doanh nghiệp,MATCH,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Năng lượng,Thiết bị và dịch vụ năng lượng,,Hàng không,NORMAL,17,hang khong,WATCHLIST_FALLBACK,WATCHLIST,https://finance.vietstock.vn/PEG/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PEG/tai-chinh.htm?tab=BCTT,OK,YES,Phân ngành dùng fallback watchlist
PGC,HOSE,Tổng Công ty Gas Petrolimex - CTCP,Tổng Công ty Gas Petrolimex - CTCP,Petrolimex Gas Corporation - JSC,Tổng Công ty Gas Petrolimex - CTCP - PGC - Hồ sơ doanh nghiệp,MATCH,Tiện ích,Tiện ích,Gas sinh hoạt,Tiện ích,Gas sinh hoạt,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PGC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PGC/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
PGD,HOSE,CTCP Phân phối khí thấp áp Dầu khí Việt Nam,CTCP Phân phối khí thấp áp Dầu khí Việt Nam,PetroVietNam Low Pressure Gas Distribution JSC,CTCP Phân phối khí thấp áp Dầu khí Việt Nam - PV GAS D JSC - Hồ sơ doanh nghiệp,MATCH,Tiện ích,Tiện ích,Gas sinh hoạt,Tiện ích,Gas sinh hoạt,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PGD/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PGD/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
PGS,HNX,CTCP Kinh doanh Khí Miền Nam,CTCP Kinh doanh Khí Miền Nam,Southern Gas Trading Joint Stock Company,"CTCP Kinh doanh Khí Miền Nam - GAS SOUTH., JSC - Hồ sơ doanh nghiệp",MATCH,Tiện ích,Tiện ích,Gas sinh hoạt,Tiện ích,Gas sinh hoạt,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PGS/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PGS/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
PGV,HOSE,Tổng Công ty Phát điện 3 - CTCP,Tổng Công ty Phát điện 3 - CTCP,Power Generation Joint Stock Corporation 3,Tổng Công ty Phát điện 3 - CTCP - EVNGENCO3 - Hồ sơ doanh nghiệp,MATCH,Tiện ích,Tiện ích,Điện,Tiện ích,Điện,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PGV/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PGV/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
PIC,HNX,CTCP Đầu tư Điện lực 3,CTCP Đầu tư Điện lực 3,PC3 - Investment Joint Stock Company,CTCP Đầu tư Điện lực 3 - PC3-INVEST - Hồ sơ doanh nghiệp,MATCH,Tiện ích,Tiện ích,Điện,Tiện ích,Điện,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PIC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PIC/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
PMG,HOSE,CTCP Đầu tư và Sản xuất Petro Miền Trung,CTCP Đầu tư và Sản xuất Petro Miền Trung,Petro Center Corporation,"CTCP Đầu tư và Sản xuất Petro Miền Trung - PETRO MIEN TRUNG CO,.JSC - Hồ sơ doanh nghiệp",MATCH,Tiện ích,Tiện ích,Gas sinh hoạt,Tiện ích,Gas sinh hoạt,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PMG/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PMG/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
PMW,UPCOM,CTCP Cấp nước Phú Mỹ,CTCP Cấp nước Phú Mỹ,Phu My Water Supply Joint Stock Company,CTCP Cấp nước Phú Mỹ - PHU MY WASUCO - Hồ sơ doanh nghiệp,MATCH,Tiện ích,Tiện ích,Nước,Tiện ích,Nước,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PMW/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PMW/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
POS,UPCOM,CTCP Vận hành và Xây lắp PTSC,CTCP Vận hành và Xây lắp PTSC,PTSC Offshore Services Joint Stock Company,CTCP Vận hành và Xây lắp PTSC - POS - Hồ sơ doanh nghiệp,MATCH,Năng lượng,Năng lượng,Thiết bị và dịch vụ năng lượng,Năng lượng,Thiết bị và dịch vụ năng lượng,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/POS/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/POS/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
PPI,UPCOM,CTCP Đầu tư và Phát triển Dự án Hạ tầng Thái Bình Dương,CTCP Đầu tư và Phát triển Dự án Hạ tầng Thái Bình Dương,Pacific Infrastructure Project Development & Investment Corporation,CTCP Đầu tư và Phát triển Dự án Hạ tầng Thái Bình Dương - PPI Corp - Hồ sơ doanh nghiệp,MATCH,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản,Quản lý và phát triển bất động sản,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PPI/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PPI/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
PSB,UPCOM,CTCP Đầu tư Dầu khí Sao Mai - Bến Đình,CTCP Đầu tư Dầu khí Sao Mai - Bến Đình,Sao Mai - Ben Dinh Petroleum Investment JSC,CTCP Cảng Kỹ thuật PTSC Sao Mai - PTSC Sao Mai - Hồ sơ doanh nghiệp,MISMATCH_REVIEW,Năng lượng,Năng lượng,Thiết bị và dịch vụ năng lượng,Năng lượng,Thiết bị và dịch vụ năng lượng,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PSB/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PSB/tai-chinh.htm?tab=BCTT,OK,YES,Tên VNStock khác Vietstock | Chưa map được ngành
PSG,UPCOM,CTCP Đầu Tư và Xây lắp Dầu khí Sài Gòn,CTCP Đầu Tư và Xây lắp Dầu khí Sài Gòn,Petroleum Saigon Constrution And Investment JSC,CTCP Đầu Tư và Xây lắp Dầu khí Sài Gòn - PSG Construction - Hồ sơ doanh nghiệp,MATCH,Bất động sản,Bất động sản,Bất động sản đa dạng,Bất động sản,Bất động sản đa dạng,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PSG/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PSG/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
PSN,UPCOM,CTCP Dịch Vụ Kỹ Thuật PTSC Thanh Hóa,CTCP Dịch Vụ Kỹ Thuật PTSC Thanh Hóa,PTSC Thanh Hoa Technical Services Company,CTCP Dịch Vụ Kỹ Thuật PTSC Thanh Hóa - PTSC Thanh Hóa - Hồ sơ doanh nghiệp,MATCH,Công nghiệp,Vận tải,Hạ tầng giao thông,Công nghiệp,Vận tải,Hạ tầng giao thông,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PSN/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PSN/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
PSP,UPCOM,CTCP Cảng Dịch vụ Dầu khí Đình Vũ,CTCP Cảng Dịch vụ Dầu khí Đình Vũ,Dinh Vu Petroleum Service Port SJC,CTCP Cảng Dịch vụ Dầu khí Đình Vũ - PTSC DINH VU - Hồ sơ doanh nghiệp,MATCH,Công nghiệp,Vận tải,Hạ tầng giao thông,Công nghiệp,Vận tải,Hạ tầng giao thông,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PSP/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PSP/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
PTL,HOSE,CTCP Victory Group,CTCP Victory Group,Victory Group Joint Stock Company,CTCP Victory Group - - Hồ sơ doanh nghiệp,MATCH,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản,Quản lý và phát triển bất động sản,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PTL/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PTL/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
PV2,HNX,CTCP Đầu tư PV2,CTCP Đầu tư PV2,PV2 Investment JSC,CTCP Genea Capital - Genea Capital JSC - Hồ sơ doanh nghiệp,MISMATCH_REVIEW,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Tài chính,Dịch vụ tài chính,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PV2/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PV2/tai-chinh.htm?tab=BCTT,OK,YES,Tên VNStock khác Vietstock | Chưa map được ngành
PVB,HNX,CTCP Bọc ống Dầu khí Việt Nam,CTCP Bọc ống Dầu khí Việt Nam,PetroViet Nam Coating JSC,CTCP Bọc ống Dầu khí Việt Nam - PV Coating - Hồ sơ doanh nghiệp,MATCH,Năng lượng,Năng lượng,Thiết bị và dịch vụ năng lượng,Năng lượng,Thiết bị và dịch vụ năng lượng,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PVB/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PVB/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
PVD,HOSE,Tổng Công ty cổ phần Khoan và Dịch vụ khoan Dầu khí,Tổng Công ty cổ phần Khoan và Dịch vụ khoan Dầu khí,PetroVietnam Drilling & Well Services Corporation,Tổng Công ty cổ phần Khoan và Dịch vụ khoan Dầu khí - PV DRILLING - Hồ sơ doanh nghiệp,MATCH,Năng lượng,Năng lượng,Thiết bị và dịch vụ năng lượng,Năng lượng,Thiết bị và dịch vụ năng lượng,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PVD/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PVD/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
PVG,HNX,CTCP Kinh doanh LPG Việt Nam,CTCP Kinh doanh LPG Việt Nam,Petro VietNam LPG Joint Stock Company,CTCP Kinh doanh LPG Việt Nam - PVGAS LPG - Hồ sơ doanh nghiệp,MATCH,Tiện ích,Tiện ích,Gas sinh hoạt,Tiện ích,Gas sinh hoạt,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PVG/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PVG/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
PVL,UPCOM,CTCP Đầu tư Nhà Đất Việt,CTCP Đầu tư Nhà Đất Việt,Viet Property Investment Joint Stock Company,"CTCP Địa ốc Dầu khí - PVL., JSC - Hồ sơ doanh nghiệp",MISMATCH_REVIEW,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản,Quản lý và phát triển bất động sản,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PVL/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PVL/tai-chinh.htm?tab=BCTT,OK,YES,Tên VNStock khác Vietstock | Chưa map được ngành
PVR,UPCOM,CTCP Đầu tư PVR Hà Nội,CTCP Đầu tư PVR Hà Nội,Ha Noi PVR Investment Joint Stock Company,"CTCP Đầu tư PVR Hà Nội - HANOI PVR., JSC - Hồ sơ doanh nghiệp",MATCH,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản,Quản lý và phát triển bất động sản,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PVR/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PVR/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
PVY,UPCOM,CTCP Chế tạo Giàn khoan Dầu khí,CTCP Chế tạo Giàn khoan Dầu khí,Petrovietnam Marine Shipyard JSC,CTCP Chế tạo Giàn khoan Dầu khí - PV Shipyard - Hồ sơ doanh nghiệp,MATCH,Năng lượng,Năng lượng,Thiết bị và dịch vụ năng lượng,Năng lượng,Thiết bị và dịch vụ năng lượng,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PVY/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PVY/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
PWS,UPCOM,CTCP Cấp thoát nước Phú Yên,CTCP Cấp thoát nước Phú Yên,Phu Yen Water Supply And Sewerage Joint Stock Company,CTCP Cấp thoát nước Phú Yên - PYWASE - Hồ sơ doanh nghiệp,MATCH,Tiện ích,Tiện ích,Nước,Tiện ích,Nước,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PWS/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PWS/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
PXL,UPCOM,CTCP Đầu tư Khu Công nghiệp Dầu khí Long Sơn,CTCP Đầu tư Khu Công nghiệp Dầu khí Long Sơn,Long Son Petroleum Industrial Zone Investment JSC,CTCP Đầu tư Khu Công nghiệp Dầu khí Long Sơn - LONG SON PIC - Hồ sơ doanh nghiệp,MATCH,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản,Quản lý và phát triển bất động sản,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PXL/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PXL/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
RAL,HOSE,CTCP Bóng đèn Phích nước Rạng Đông,CTCP Bóng đèn Phích nước Rạng Đông,Rangdong Light Source And Vacuum Flask JSC,CTCP Bóng đèn Phích nước Rạng Đông - RALACO - Hồ sơ doanh nghiệp,MATCH,Công nghiệp,Hàng hóa công nghiệp,Thiết bị điện,Công nghiệp,Hàng hóa công nghiệp,Thiết bị điện,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/RAL/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/RAL/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
S4A,HOSE,CTCP Thủy điện Sê San 4A,CTCP Thủy điện Sê San 4A,Se San 4A Hydro Power JSC,CTCP Thủy điện Sê San 4A - SHJC - Hồ sơ doanh nghiệp,MATCH,Tiện ích,Tiện ích,Điện,Tiện ích,Điện,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/S4A/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/S4A/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
SAM,HOSE,CTCP SAM Holdings,CTCP SAM Holdings,SAM Holdings Corporation,CTCP SAM Holdings - SAM Holdings - Hồ sơ doanh nghiệp,MATCH,Công nghiệp,Hàng hóa công nghiệp,Thiết bị điện,Công nghiệp,Hàng hóa công nghiệp,Thiết bị điện,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/SAM/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/SAM/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
SAS,UPCOM,CTCP Dịch vụ Hàng không Sân bay Tân Sơn Nhất,CTCP Dịch vụ Hàng không Sân bay Tân Sơn Nhất,Southern Airports Services JSC,CTCP Dịch vụ Hàng không Sân bay Tân Sơn Nhất - SASCO - Hồ sơ doanh nghiệp,MATCH,Công nghiệp,Vận tải,Hạ tầng giao thông,Công nghiệp,Vận tải,Hạ tầng giao thông,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/SAS/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/SAS/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
SBA,HOSE,CTCP Sông Ba,CTCP Sông Ba,Song Ba JSC,CTCP Sông Ba - SBA - Hồ sơ doanh nghiệp,MATCH,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Tiện ích,Phát điện độc lập và điện tái tạo,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/SBA/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/SBA/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
SBH,UPCOM,CTCP Thủy điện Sông Ba Hạ,CTCP Thủy điện Sông Ba Hạ,Song Ba Ha Hydro Power JSC,CTCP Thủy điện Sông Ba Hạ - SBH - Hồ sơ doanh nghiệp,MATCH,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Tiện ích,Phát điện độc lập và điện tái tạo,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/SBH/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/SBH/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
SBM,UPCOM,CTCP Đầu tư Phát triển Bắc Minh,CTCP Đầu tư Phát triển Bắc Minh,Bac Minh Development Investment Joint Stock Company,"CTCP Đầu tư Phát triển Bắc Minh - SBM.,JSC - Hồ sơ doanh nghiệp",MATCH,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Tiện ích,Phát điện độc lập và điện tái tạo,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/SBM/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/SBM/tai-chinh.htm?tab=BCTT,OK,YES,Chưa map được ngành
